enrollment_id,participant_id,cohort_id,program_id,program_name,program_category,program_goal,delivery_language,delivery_mode,trainer_id,cohort_state,start_date,end_date,cohort_month,state,city,age_band,gender,employment_status,primary_device,digital_confidence,acquisition_channel,motivation,attendance_rate,risk_band,completion_status,completed_flag,pre_score,post_score,score_improvement,satisfaction_score,recommendation_score,employment_outcome,ticket_count,avg_resolution_hours,support_sla_rate
EN00271,PT0715,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Penang,Seberang Perai,25-34,Female,Job seeker,Mobile,High,Employer,Career growth,1.0,On track,Completed,1,49.4,82.9,33.5,5.0,10.0,New role,0,,
EN00272,PT0102,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Selangor,Klang,35-44,Male,Employed,Mobile,Medium,Organic,Digital confidence,0.8,On track,Completed,1,48.1,74.7,26.6,4.0,6.0,New role,0,,
EN00273,PT0689,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Kuala Lumpur,North,35-44,Non-binary / Prefer not to say,Job seeker,Mobile,Medium,Organic,Job search,0.7,Watch,Completed,1,76.8,98.8,22.0,4.0,8.0,No change reported,1,10.3,1.0
EN00274,PT0644,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Kuala Lumpur,North,18-24,Male,Employed,Mobile,Low,Community partner,Digital confidence,0.4,High risk,Dropped,0,33.1,47.8,14.7,3.0,6.0,Not measured,0,,
EN00275,PT0179,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Selangor,Shah Alam,25-34,Female,Job seeker,Mobile,Low,Community partner,Digital confidence,0.3,High risk,In progress / incomplete,0,34.9,43.1,8.2,,,Not measured,0,,
EN00276,PT0421,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Selangor,Klang,18-24,Male,Self-employed,Laptop/Desktop,Medium,Community partner,Career growth,0.3,High risk,Completed,1,59.5,66.0,6.5,3.0,7.0,No change reported,1,14.3,1.0
EN00277,PT0570,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Sarawak,Kuching,35-44,Male,Employed,Mobile,Medium,Community partner,Digital confidence,0.8,On track,In progress / incomplete,0,61.8,83.1,21.3,4.0,8.0,Not measured,0,,
EN00278,PT0071,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Sarawak,Miri,18-24,Female,Employed,Laptop/Desktop,Medium,Community partner,Employer requirement,0.9,On track,Completed,1,72.7,100.0,27.3,3.0,7.0,No change reported,1,21.0,1.0
EN00279,PT0583,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Kuala Lumpur,North,25-34,Male,Job seeker,Shared device,Low,Employer,Employer requirement,0.3,High risk,In progress / incomplete,0,52.7,61.9,9.2,4.0,7.0,Not measured,1,9.4,1.0
EN00280,PT0496,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Penang,Seberang Perai,18-24,Male,Student,Mobile,Low,Organic,Job search,0.7,Watch,Completed,1,61.6,76.2,14.6,5.0,10.0,No change reported,1,12.2,1.0
EN00281,PT0450,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Sabah,Kota Kinabalu,18-24,Female,Employed,Mobile,High,Referral,Employer requirement,0.6,Watch,Completed,1,50.7,62.0,11.3,3.0,5.0,New role,0,,
EN00282,PT0298,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Johor,Muar,45+,Male,Job seeker,Mobile,Medium,Referral,Career growth,0.8,On track,Completed,1,38.0,62.7,24.7,4.0,7.0,No change reported,0,,
EN00283,PT0117,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Penang,Seberang Perai,25-34,Male,Student,Laptop/Desktop,Medium,Community partner,Career growth,1.0,On track,Completed,1,63.8,100.0,36.2,,,No change reported,0,,
EN00284,PT0141,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Kuala Lumpur,North,18-24,Male,Employed,Mobile,Medium,Referral,Job search,1.0,On track,Completed,1,59.0,76.7,17.7,,,No change reported,0,,
EN00285,PT0713,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Sarawak,Miri,25-34,Male,Job seeker,Mobile,Medium,Community partner,Job search,1.0,On track,Completed,1,52.7,75.0,22.3,5.0,10.0,No change reported,0,,
EN00286,PT0236,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Sarawak,Kuching,35-44,Female,Employed,Mobile,High,Community partner,Digital confidence,0.8,On track,Completed,1,72.3,100.0,27.7,,,No change reported,0,,
EN00287,PT0477,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Johor,Muar,25-34,Male,Employed,Mobile,High,Referral,Digital confidence,0.7,Watch,Dropped,0,67.0,85.9,18.9,4.0,6.0,Not measured,1,4.4,1.0
EN00288,PT0739,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Selangor,Petaling,35-44,Female,Employed,Laptop/Desktop,Medium,Community partner,Digital confidence,0.8,On track,Completed,1,54.4,79.9,25.5,,,No change reported,0,,
EN00289,PT0580,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Selangor,Klang,35-44,Male,Job seeker,Mobile,High,Organic,Career growth,0.7,Watch,Completed,1,49.0,66.7,17.7,4.0,8.0,No change reported,1,33.2,0.0
EN00290,PT0149,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Selangor,Klang,35-44,Male,Student,Mobile,Medium,Community partner,Job search,0.7,Watch,Completed,1,39.5,61.8,22.3,3.0,4.0,Interview secured,0,,
EN00291,PT0765,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Sarawak,Miri,25-34,Male,Job seeker,Laptop/Desktop,High,Referral,Job search,1.0,On track,Completed,1,63.1,88.6,25.5,4.0,9.0,No change reported,0,,
EN00292,PT0538,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Kuala Lumpur,North,45+,Female,Job seeker,Mobile,Medium,Employer,Career growth,0.8,On track,Completed,1,64.5,84.2,19.7,5.0,10.0,Interview secured,0,,
EN00293,PT0488,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Sabah,Sandakan,25-34,Female,Self-employed,Laptop/Desktop,Medium,Employer,Employer requirement,0.5,Watch,Dropped,0,59.6,75.2,15.6,3.0,4.0,Not measured,1,9.8,1.0
EN00294,PT0595,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Penang,Seberang Perai,35-44,Male,Employed,Laptop/Desktop,High,Employer,Career growth,0.8,On track,Completed,1,72.4,100.0,27.6,5.0,10.0,Interview secured,0,,
EN00295,PT0610,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Johor,Muar,25-34,Female,Employed,Laptop/Desktop,High,Community partner,Career growth,0.7,Watch,In progress / incomplete,0,42.2,65.8,23.6,4.0,8.0,Not measured,0,,
EN00296,PT0510,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Selangor,Shah Alam,45+,Female,Job seeker,Mobile,Medium,Employer,Employer requirement,0.7,Watch,Dropped,0,62.9,89.3,26.4,4.0,8.0,Not measured,1,33.7,1.0
EN00297,PT0047,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Johor,Muar,45+,Female,Self-employed,Mobile,Medium,Employer,Career growth,0.8,On track,In progress / incomplete,0,41.2,68.0,26.8,,,Not measured,1,12.6,1.0
EN00298,PT0441,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Johor,Johor Bahru,25-34,Female,Self-employed,Laptop/Desktop,Medium,Organic,Career growth,0.8,On track,Completed,1,48.4,69.9,21.5,5.0,9.0,No change reported,0,,
EN00299,PT0518,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Kuala Lumpur,Central,35-44,Female,Employed,Laptop/Desktop,Medium,Community partner,Career growth,0.9,On track,Completed,1,73.7,100.0,26.3,4.0,6.0,No change reported,1,41.1,1.0
EN00300,PT0029,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Penang,George Town,18-24,Female,Student,Laptop/Desktop,High,Organic,Job search,1.0,On track,Completed,1,61.8,100.0,38.2,,,New role,0,,
EN00301,PT0052,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Selangor,Shah Alam,18-24,Male,Employed,Shared device,Medium,Community partner,Digital confidence,0.6,Watch,Completed,1,58.7,75.2,16.5,3.0,7.0,No change reported,0,,
EN00302,PT0178,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Sarawak,Kuching,45+,Male,Job seeker,Mobile,Medium,Organic,Digital confidence,0.7,Watch,Completed,1,47.5,71.3,23.8,3.0,6.0,No change reported,0,,
EN00303,PT0582,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Selangor,Petaling,35-44,Female,Self-employed,Mobile,Medium,Community partner,Job search,0.7,Watch,Completed,1,57.3,74.9,17.6,4.0,9.0,Interview secured,0,,
EN00304,PT0139,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Johor,Muar,25-34,Male,Employed,Mobile,Medium,Community partner,Digital confidence,0.9,On track,Completed,1,65.1,95.2,30.1,5.0,10.0,No change reported,0,,
EN00305,PT0076,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Sabah,Sandakan,25-34,Female,Employed,Laptop/Desktop,Medium,Community partner,Digital confidence,0.7,Watch,Completed,1,64.5,90.3,25.8,4.0,8.0,Interview secured,1,51.5,0.0
EN00306,PT0424,CH008,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Virtual,TR03,Selangor,2025-02-10,2025-04-21,2025-02-01,Penang,Seberang Perai,18-24,Male,Employed,Mobile,High,Community partner,Career growth,0.8,On track,Completed,1,44.8,59.8,15.0,4.0,10.0,No change reported,1,47.4,1.0
EN00307,PT0522,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Kuala Lumpur,North,35-44,Male,Self-employed,Laptop/Desktop,Low,Organic,Job search,0.6667,Watch,Completed,1,20.3,46.7,26.4,3.0,7.0,Not measured,1,21.1,1.0
EN00308,PT0261,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Selangor,Petaling,45+,Female,Student,Mobile,Low,Referral,Employer requirement,0.5,Watch,Dropped,0,35.3,45.5,10.2,3.0,3.0,Not measured,0,,
EN00309,PT0440,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Johor,Muar,18-24,Female,Employed,Mobile,Low,Referral,Job search,0.6667,Watch,Completed,1,49.3,63.2,13.9,4.0,8.0,Not measured,1,7.6,1.0
EN00310,PT0210,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Sabah,Sandakan,25-34,Female,Employed,Laptop/Desktop,Medium,Organic,Employer requirement,0.6667,Watch,Completed,1,36.8,56.3,19.5,3.0,4.0,Not measured,0,,
EN00311,PT0146,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Penang,Seberang Perai,25-34,Non-binary / Prefer not to say,Student,Mobile,Medium,Organic,Job search,0.8333,On track,Completed,1,67.5,85.3,17.8,,,Not measured,1,28.1,0.0
EN00312,PT0754,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Johor,Muar,25-34,Male,Job seeker,Shared device,High,Organic,Career growth,0.6667,Watch,Dropped,0,57.5,83.1,25.6,4.0,10.0,Not measured,0,,
EN00313,PT0057,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Johor,Muar,35-44,Male,Self-employed,Mobile,Low,Employer,Career growth,0.6667,Watch,Completed,1,41.5,60.9,19.4,4.0,8.0,Not measured,0,,
EN00314,PT0547,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Sarawak,Kuching,25-34,Female,Job seeker,Laptop/Desktop,Medium,Community partner,Career growth,0.8333,On track,Completed,1,32.7,63.6,30.9,5.0,10.0,Not measured,0,,
EN00315,PT0355,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Johor,Muar,35-44,Non-binary / Prefer not to say,Employed,Mobile,Medium,Referral,Career growth,0.8333,On track,Dropped,0,67.5,89.3,21.8,4.0,6.0,Not measured,2,17.8,0.5
EN00316,PT0198,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Sarawak,Kuching,35-44,Female,Employed,Mobile,Low,Employer,Job search,1.0,On track,Completed,1,60.8,87.5,26.7,5.0,9.0,Not measured,1,22.7,1.0
EN00317,PT0471,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Kuala Lumpur,Central,25-34,Female,Employed,Laptop/Desktop,High,Organic,Career growth,1.0,On track,Completed,1,65.7,83.8,18.1,4.0,8.0,Not measured,0,,
EN00318,PT0001,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Kuala Lumpur,North,35-44,Non-binary / Prefer not to say,Job seeker,Laptop/Desktop,Low,Organic,Digital confidence,0.8333,On track,Completed,1,27.2,47.3,20.1,4.0,7.0,Not measured,0,,
EN00319,PT0731,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Penang,George Town,25-34,Female,Student,Shared device,High,Community partner,Job search,0.6667,Watch,In progress / incomplete,0,72.5,99.4,26.9,,,Not measured,0,,
EN00320,PT0332,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Kuala Lumpur,Central,25-34,Male,Student,Laptop/Desktop,Low,Employer,Job search,0.8333,On track,Completed,1,48.7,84.3,35.6,3.0,6.0,Not measured,0,,
EN00321,PT0228,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Selangor,Petaling,18-24,Female,Self-employed,Mobile,High,Employer,Career growth,1.0,On track,Completed,1,79.3,100.0,20.7,5.0,10.0,Not measured,0,,
EN00322,PT0589,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Sabah,Sandakan,18-24,Female,Employed,Mobile,High,Organic,Job search,0.8333,On track,Dropped,0,50.2,74.6,24.4,4.0,7.0,Not measured,0,,
EN00323,PT0699,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Johor,Muar,25-34,Female,Student,Laptop/Desktop,High,Referral,Job search,0.8333,On track,Completed,1,68.4,85.3,16.9,,,Not measured,0,,
EN00324,PT0004,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Selangor,Klang,35-44,Female,Job seeker,Mobile,Medium,Employer,Job search,0.6667,Watch,In progress / incomplete,0,47.9,64.0,16.1,3.0,5.0,Not measured,1,97.4,0.0
EN00325,PT0697,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Selangor,Petaling,18-24,Female,Self-employed,Mobile,Medium,Organic,Career growth,0.6667,Watch,Completed,1,41.5,60.0,18.5,3.0,3.0,Not measured,0,,
EN00326,PT0003,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Kuala Lumpur,Central,18-24,Female,Employed,Mobile,Medium,Organic,Career growth,0.8333,On track,Completed,1,58.3,92.3,34.0,,,Not measured,0,,
EN00327,PT0395,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Kuala Lumpur,North,35-44,Male,Job seeker,Mobile,Low,Organic,Employer requirement,0.3333,High risk,Completed,1,59.6,69.3,9.7,3.0,6.0,Not measured,0,,
EN00328,PT0685,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Kuala Lumpur,North,25-34,Female,Student,Laptop/Desktop,High,Employer,Career growth,0.8333,On track,Completed,1,53.0,78.0,25.0,4.0,8.0,Not measured,0,,
EN00329,PT0529,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Sabah,Sandakan,25-34,Female,Employed,Laptop/Desktop,Medium,Community partner,Career growth,0.8333,On track,Completed,1,60.8,72.1,11.3,4.0,6.0,Not measured,0,,
EN00330,PT0514,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Sabah,Sandakan,25-34,Female,Employed,Mobile,Low,Employer,Employer requirement,0.5,Watch,In progress / incomplete,0,51.8,75.8,24.0,3.0,4.0,Not measured,1,15.5,0.0
EN00331,PT0265,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Johor,Johor Bahru,45+,Female,Job seeker,Mobile,Low,Community partner,Career growth,0.5,Watch,Completed,1,62.0,91.0,29.0,4.0,8.0,Not measured,0,,
EN00332,PT0538,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Kuala Lumpur,North,45+,Female,Job seeker,Mobile,Medium,Referral,Job search,0.8333,On track,Completed,1,57.3,81.0,23.7,4.0,7.0,Not measured,0,,
EN00333,PT0512,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Selangor,Petaling,35-44,Female,Job seeker,Laptop/Desktop,Medium,Referral,Job search,0.8333,On track,Completed,1,59.2,97.6,38.4,4.0,7.0,Not measured,1,27.6,0.0
EN00334,PT0155,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Kuala Lumpur,South,45+,Male,Student,Mobile,High,Community partner,Career growth,1.0,On track,Completed,1,50.0,85.7,35.7,4.0,7.0,Not measured,1,37.8,1.0
EN00335,PT0539,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Penang,George Town,35-44,Male,Job seeker,Mobile,Low,Community partner,Job search,1.0,On track,Completed,1,48.8,68.1,19.3,5.0,10.0,Not measured,0,,
EN00336,PT0099,CH009,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Johor,2025-02-10,2025-03-24,2025-02-01,Sabah,Sandakan,25-34,Female,Self-employed,Mobile,Medium,Community partner,Job search,0.6667,Watch,Completed,1,39.0,66.0,27.0,3.0,4.0,Not measured,0,,
